"REF_DATE","GEO","DGUID","Livestock","Survey date","Farm type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2009","Canada","2016A000011124","Bulls, 1 year and over","At January 1","On feeder and stocker operations","Head","148","thousands","3","v41121738","1.2.2.5","14.8","","","","1"
"2010","Canada","2016A000011124","Bulls, 1 year and over","At January 1","On feeder and stocker operations","Head","148","thousands","3","v41121738","1.2.2.5","14.9","","","","1"
"2011","Canada","2016A000011124","Bulls, 1 year and over","At January 1","On feeder and stocker operations","Head","148","thousands","3","v41121738","1.2.2.5","15.6","","","","1"
"2012","Canada","2016A000011124","Bulls, 1 year and over","At January 1","On feeder and stocker operations","Head","148","thousands","3","v41121738","1.2.2.5","14.5","","","","1"
"2013","Canada","2016A000011124","Bulls, 1 year and over","At January 1","On feeder and stocker operations","Head","148","thousands","3","v41121738","1.2.2.5","13.9","","","","1"
"2014","Canada","2016A000011124","Bulls, 1 year and over","At January 1","On feeder and stocker operations","Head","148","thousands","3","v41121738","1.2.2.5","13.7","","","","1"
"2015","Canada","2016A000011124","Bulls, 1 year and over","At January 1","On feeder and stocker operations","Head","148","thousands","3","v41121738","1.2.2.5","13.3","","","","1"
"2016","Canada","2016A000011124","Bulls, 1 year and over","At January 1","On feeder and stocker operations","Head","148","thousands","3","v41121738","1.2.2.5","13.1","","","","1"
"2017","Canada","2016A000011124","Bulls, 1 year and over","At January 1","On feeder and stocker operations","Head","148","thousands","3","v41121738","1.2.2.5","14.7","","","","1"
"2018","Canada","2016A000011124","Bulls, 1 year and over","At January 1","On feeder and stocker operations","Head","148","thousands","3","v41121738","1.2.2.5","15.3","","","","1"
"2019","Canada","2016A000011124","Bulls, 1 year and over","At January 1","On feeder and stocker operations","Head","148","thousands","3","v41121738","1.2.2.5","15.3","","","","1"
"2020","Canada","2016A000011124","Bulls, 1 year and over","At January 1","On feeder and stocker operations","Head","148","thousands","3","v41121738","1.2.2.5","18.5","","","","1"
"2021","Canada","2016A000011124","Bulls, 1 year and over","At January 1","On feeder and stocker operations","Head","148","thousands","3","v41121738","1.2.2.5","18.5","","","","1"
"2022","Canada","2016A000011124","Bulls, 1 year and over","At January 1","On feeder and stocker operations","Head","148","thousands","3","v41121738","1.2.2.5","19.1","","","","1"
"2023","Canada","2016A000011124","Bulls, 1 year and over","At January 1","On feeder and stocker operations","Head","148","thousands","3","v41121738","1.2.2.5","21.1","","","","1"
"2000","Canada","2016A000011124","Bulls, 1 year and over","At January 1","On feeding operations","Head","148","thousands","3","v41121759","1.2.2.6","0.0","","","","1"
"2001","Canada","2016A000011124","Bulls, 1 year and over","At January 1","On feeding operations","Head","148","thousands","3","v41121759","1.2.2.6","0.0","","","","1"
"2002","Canada","2016A000011124","Bulls, 1 year and over","At January 1","On feeding operations","Head","148","thousands","3","v41121759","1.2.2.6","0.0","","","","1"
"2003","Canada","2016A000011124","Bulls, 1 year and over","At January 1","On feeding operations","Head","148","thousands","3","v41121759","1.2.2.6","0.0","","","","1"
"2004","Canada","2016A000011124","Bulls, 1 year and over","At January 1","On feeding operations","Head","148","thousands","3","v41121759","1.2.2.6","0.0","","","","1"
"2005","Canada","2016A000011124","Bulls, 1 year and over","At January 1","On feeding operations","Head","148","thousands","3","v41121759","1.2.2.6","0.0","","","","1"
"2006","Canada","2016A000011124","Bulls, 1 year and over","At January 1","On feeding operations","Head","148","thousands","3","v41121759","1.2.2.6","0.0","","","","1"
"2007","Canada","2016A000011124","Bulls, 1 year and over","At January 1","On feeding operations","Head","148","thousands","3","v41121759","1.2.2.6","0.0","","","","1"
"2008","Canada","2016A000011124","Bulls, 1 year and over","At January 1","On feeding operations","Head","148","thousands","3","v41121759","1.2.2.6","0.0","","","","1"
"2009","Canada","2016A000011124","Bulls, 1 year and over","At January 1","On feeding operations","Head","148","thousands","3","v41121759","1.2.2.6","0.0","","","","1"
"2010","Canada","2016A000011124","Bulls, 1 year and over","At January 1","On feeding operations","Head","148","thousands","3","v41121759","1.2.2.6","0.0","","","","1"
"2011","Canada","2016A000011124","Bulls, 1 year and over","At January 1","On feeding operations","Head","148","thousands","3","v41121759","1.2.2.6","0.0","","","","1"
"2012","Canada","2016A000011124","Bulls, 1 year and over","At January 1","On feeding operations","Head","148","thousands","3","v41121759","1.2.2.6","0.0","","","","1"
"2013","Canada","2016A000011124","Bulls, 1 year and over","At January 1","On feeding operations","Head","148","thousands","3","v41121759","1.2.2.6","0.0","","","","1"
"2014","Canada","2016A000011124","Bulls, 1 year and over","At January 1","On feeding operations","Head","148","thousands","3","v41121759","1.2.2.6","0.0","","","","1"
"2015","Canada","2016A000011124","Bulls, 1 year and over","At January 1","On feeding operations","Head","148","thousands","3","v41121759","1.2.2.6","0.0","","","","1"
"2016","Canada","2016A000011124","Bulls, 1 year and over","At January 1","On feeding operations","Head","148","thousands","3","v41121759","1.2.2.6","0.0","","","","1"
"2017","Canada","2016A000011124","Bulls, 1 year and over","At January 1","On feeding operations","Head","148","thousands","3","v41121759","1.2.2.6","0.0","","","","1"
"2018","Canada","2016A000011124","Bulls, 1 year and over","At January 1","On feeding operations","Head","148","thousands","3","v41121759","1.2.2.6","0.0","","","","1"
"2019","Canada","2016A000011124","Bulls, 1 year and over","At January 1","On feeding operations","Head","148","thousands","3","v41121759","1.2.2.6","0.0","","","","1"
"2020","Canada","2016A000011124","Bulls, 1 year and over","At January 1","On feeding operations","Head","148","thousands","3","v41121759","1.2.2.6","0.0","","","","1"
"2021","Canada","2016A000011124","Bulls, 1 year and over","At January 1","On feeding operations","Head","148","thousands","3","v41121759","1.2.2.6","0.0","","","","1"
"2022","Canada","2016A000011124","Bulls, 1 year and over","At January 1","On feeding operations","Head","148","thousands","3","v41121759","1.2.2.6","0.0","","","","1"
"2023","Canada","2016A000011124","Bulls, 1 year and over","At January 1","On feeding operations","Head","148","thousands","3","v41121759","1.2.2.6","0.0","","","","1"
"1931","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","237.6","","","","1"
"1932","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","268.4","","","","1"
"1933","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","250.7","","","","1"
"1934","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","248.1","","","","1"
"1935","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","261.8","","","","1"
"1936","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","256.1","","","","1"
"1937","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","256.1","","","","1"
"1938","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","245.8","","","","1"
"1939","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","244.7","","","","1"
"1940","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","235.9","","","","1"
"1941","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","227.2","","","","1"
"1942","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","250.0","","","","1"
"1943","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","252.6","","","","1"
"1944","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","263.3","","","","1"
"1945","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","262.7","","","","1"
"1946","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","250.6","","","","1"
"1947","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","250.2","","","","1"
"1948","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","249.3","","","","1"
"1949","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","231.1","","","","1"
"1950","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","218.1","","","","1"
"1951","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","206.5","","","","1"
"1952","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","223.0","","","","1"
"1953","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","242.0","","","","1"
"1954","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","252.7","","","","1"
"1955","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","261.5","","","","1"
"1956","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","272.7","","","","1"
"1957","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","272.4","","","","1"
"1958","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","257.8","","","","1"
"1959","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","255.1","","","","1"
"1960","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","255.0","","","","1"
"1961","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","257.5","","","","1"
"1962","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","253.2","","","","1"
"1963","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","258.1","","","","1"
"1964","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","263.0","","","","1"
"1965","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","269.7","","","","1"
"1966","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","253.2","","","","1"
"1967","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","256.2","","","","1"
"1968","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","247.3","","","","1"
"1969","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","244.2","","","","1"
"1970","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","241.4","","","","1"
"1971","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","257.7","","","","1"
"1972","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","258.1","","","","1"
"1973","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","267.0","","","","1"
"1974","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","291.0","","","","1"
"1975","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","288.0","","","","1"
"1976","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","284.7","","","","1"
"1977","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","280.1","","","","1"
"1978","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","260.8","","","","1"
"1979","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","258.9","","","","1"
"1980","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","268.7","","","","1"
"1981","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","267.3","","","","1"
"1982","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","258.2","","","","1"
"1983","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","250.9","","","","1"
"1984","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","244.6","","","","1"
"1985","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","237.5","","","","1"
"1986","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","229.6","","","","1"
"1987","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","229.9","","","","1"
"1988","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","232.6","","","","1"
"1989","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","238.0","","","","1"
"1990","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","241.8","","","","1"
"1991","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","238.9","","","","1"
"1992","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","247.8","","","","1"
"1993","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","259.4","","","","1"
"1994","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","275.6","","","","1"
"1995","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","284.1","","","","1"
"1996","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","286.7","","","","1"
"1997","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","269.1","","","","1"
"1998","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","252.4","","","","1"
"1999","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","252.1","","","","1"
"2000","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","258.9","","","","1"
"2001","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","265.2","","","","1"
"2002","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","259.5","","","","1"
"2003","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","273.5","","","","1"
"2004","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","284.7","","","","1"
"2005","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","291.1","","","","1"
"2006","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","267.6","","","","1"
"2007","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","261.6","","","","1"
"2008","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","256.8","","","","1"
"2009","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","243.6","","","","1"
"2010","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","232.8","","","","1"
"2011","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","226.5","","","","1"
"2012","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","227.5","","","","1"
"2013","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","228.0","","","","1"
"2014","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","224.0","","","","1"
"2015","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","222.5","","","","1"
"2016","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","223.4","","","","1"
"2017","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","227.3","","","","1"
"2018","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","228.8","","","","1"
"2019","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","224.1","","","","1"
"2020","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","225.4","","","","1"
"2021","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","223.4","","","","1"
"2022","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","221.3","","","","1"
"2023","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On all cattle operations","Head","148","thousands","3","v61383","1.2.1.1","213.8","","","","1"
"2000","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On dairy operations","Head","148","thousands","3","v41121676","1.2.1.2","15.2","","","","1"
"2001","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On dairy operations","Head","148","thousands","3","v41121676","1.2.1.2","14.3","","","","1"
"2002","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On dairy operations","Head","148","thousands","3","v41121676","1.2.1.2","13.1","","","","1"
"2003","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On dairy operations","Head","148","thousands","3","v41121676","1.2.1.2","13.8","","","","1"
"2004","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On dairy operations","Head","148","thousands","3","v41121676","1.2.1.2","13.1","","","","1"
"2005","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On dairy operations","Head","148","thousands","3","v41121676","1.2.1.2","12.2","","","","1"
"2006","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On dairy operations","Head","148","thousands","3","v41121676","1.2.1.2","9.8","","","","1"
"2007","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On dairy operations","Head","148","thousands","3","v41121676","1.2.1.2","9.5","","","","1"
"2008","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On dairy operations","Head","148","thousands","3","v41121676","1.2.1.2","10.2","","","","1"
"2009","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On dairy operations","Head","148","thousands","3","v41121676","1.2.1.2","9.2","","","","1"
"2010","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On dairy operations","Head","148","thousands","3","v41121676","1.2.1.2","9.5","","","","1"
"2011","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On dairy operations","Head","148","thousands","3","v41121676","1.2.1.2","9.5","","","","1"
"2012","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On dairy operations","Head","148","thousands","3","v41121676","1.2.1.2","9.2","","","","1"
"2013","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On dairy operations","Head","148","thousands","3","v41121676","1.2.1.2","8.9","","","","1"
"2014","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On dairy operations","Head","148","thousands","3","v41121676","1.2.1.2","8.8","","","","1"
"2015","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On dairy operations","Head","148","thousands","3","v41121676","1.2.1.2","8.3","","","","1"
"2016","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On dairy operations","Head","148","thousands","3","v41121676","1.2.1.2","8.2","","","","1"
"2017","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On dairy operations","Head","148","thousands","3","v41121676","1.2.1.2","6.5","","","","1"
"2018","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On dairy operations","Head","148","thousands","3","v41121676","1.2.1.2","8.4","","","","1"
"2019","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On dairy operations","Head","148","thousands","3","v41121676","1.2.1.2","7.5","","","","1"
"2020","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On dairy operations","Head","148","thousands","3","v41121676","1.2.1.2","7.9","","","","1"
"2021","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On dairy operations","Head","148","thousands","3","v41121676","1.2.1.2","6.7","","","","1"
"2022","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On dairy operations","Head","148","thousands","3","v41121676","1.2.1.2","6.8","","","","1"
"2023","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On dairy operations","Head","148","thousands","3","v41121676","1.2.1.2","6.9","","","","1"
"2000","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On beef operations","Head","148","thousands","3","v41121697","1.2.1.3","243.7","","","","1"
"2001","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On beef operations","Head","148","thousands","3","v41121697","1.2.1.3","250.9","","","","1"
"2002","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On beef operations","Head","148","thousands","3","v41121697","1.2.1.3","246.4","","","","1"
"2003","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On beef operations","Head","148","thousands","3","v41121697","1.2.1.3","259.7","","","","1"
"2004","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On beef operations","Head","148","thousands","3","v41121697","1.2.1.3","271.6","","","","1"
"2005","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On beef operations","Head","148","thousands","3","v41121697","1.2.1.3","278.9","","","","1"
"2006","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On beef operations","Head","148","thousands","3","v41121697","1.2.1.3","257.8","","","","1"
"2007","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On beef operations","Head","148","thousands","3","v41121697","1.2.1.3","252.1","","","","1"
"2008","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On beef operations","Head","148","thousands","3","v41121697","1.2.1.3","246.6","","","","1"
"2009","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On beef operations","Head","148","thousands","3","v41121697","1.2.1.3","234.4","","","","1"
"2010","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On beef operations","Head","148","thousands","3","v41121697","1.2.1.3","223.3","","","","1"
"2011","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On beef operations","Head","148","thousands","3","v41121697","1.2.1.3","217.0","","","","1"
"2012","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On beef operations","Head","148","thousands","3","v41121697","1.2.1.3","218.3","","","","1"
"2013","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On beef operations","Head","148","thousands","3","v41121697","1.2.1.3","219.1","","","","1"
"2014","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On beef operations","Head","148","thousands","3","v41121697","1.2.1.3","215.2","","","","1"
"2015","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On beef operations","Head","148","thousands","3","v41121697","1.2.1.3","214.2","","","","1"
"2016","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On beef operations","Head","148","thousands","3","v41121697","1.2.1.3","215.2","","","","1"
"2017","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On beef operations","Head","148","thousands","3","v41121697","1.2.1.3","220.8","","","","1"
"2018","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On beef operations","Head","148","thousands","3","v41121697","1.2.1.3","220.4","","","","1"
"2019","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On beef operations","Head","148","thousands","3","v41121697","1.2.1.3","216.6","","","","1"
"2020","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On beef operations","Head","148","thousands","3","v41121697","1.2.1.3","217.5","","","","1"
"2021","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On beef operations","Head","148","thousands","3","v41121697","1.2.1.3","216.7","","","","1"
"2022","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On beef operations","Head","148","thousands","3","v41121697","1.2.1.3","214.5","","","","1"
"2023","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On beef operations","Head","148","thousands","3","v41121697","1.2.1.3","206.9","","","","1"
"2000","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On cow calf operations","Head","148","thousands","3","v41121718","1.2.1.4","217.1","","","","1"
"2001","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On cow calf operations","Head","148","thousands","3","v41121718","1.2.1.4","225.3","","","","1"
"2002","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On cow calf operations","Head","148","thousands","3","v41121718","1.2.1.4","217.9","","","","1"
"2003","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On cow calf operations","Head","148","thousands","3","v41121718","1.2.1.4","226.8","","","","1"
"2004","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On cow calf operations","Head","148","thousands","3","v41121718","1.2.1.4","223.1","","","","1"
"2005","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On cow calf operations","Head","148","thousands","3","v41121718","1.2.1.4","231.1","","","","1"
"2006","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On cow calf operations","Head","148","thousands","3","v41121718","1.2.1.4","218.3","","","","1"
"2007","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On cow calf operations","Head","148","thousands","3","v41121718","1.2.1.4","211.3","","","","1"
"2008","Canada","2016A000011124","Bulls, 1 year and over","At July 1","On cow calf operations","Head","148","thousands","3","v41121718","1.2.1.4","203.9","","","","1"
